sample_count,mean_rate_bps,mean_rate_mbps,std_rate_bps,std_rate_mbps,median_rate_bps,median_rate_mbps,min_rate_bps,min_rate_mbps,max_rate_bps,max_rate_mbps,mean_reward,mean_constraint_violation_count,mean_trajectory_length,method,sample_unit,best_baseline,td3_minus_ddpg_bps,td3_minus_ddpg_mbps,td3_minus_sac_bps,td3_minus_sac_mbps,sac_minus_best_baseline_bps,sac_minus_best_baseline_mbps,td3_minus_best_baseline_bps,td3_minus_best_baseline_mbps
15,4639009.55188,4.63900955188,492723.209231,0.492723209231,4838370.84319,4.83837084319,3766057.78601,3.76605778601,5170110.78435,5.17011078435,370.834417058,86.1333333333,100,TD3,training_seed x eval_scenario,BalancedLinkPolicy,173800.516515,0.173800516515,-237498.876242,-0.237498876242,61985.2603917,0.0619852603917,-175513.61585,-0.17551361585
15,4465209.03537,4.46520903537,746118.091477,0.746118091477,4845041.36063,4.84504136063,2631966.00684,2.63196600684,5162786.87442,5.16278687442,356.690702652,82.3333333333,100,DDPG,training_seed x eval_scenario,BalancedLinkPolicy,173800.516515,0.173800516515,-237498.876242,-0.237498876242,61985.2603917,0.0619852603917,-175513.61585,-0.17551361585
15,4876508.42812,4.87650842812,183181.368418,0.183181368418,4890981.93018,4.89098193018,4486266.03905,4.48626603905,5128494.77788,5.12849477788,404.3012268,79.4,100,SAC,training_seed x eval_scenario,BalancedLinkPolicy,173800.516515,0.173800516515,-237498.876242,-0.237498876242,61985.2603917,0.0619852603917,-175513.61585,-0.17551361585
5,3366255.73816,3.36625573816,860923.680074,0.860923680074,3474765.61327,3.47476561327,1796106.19705,1.79610619705,4431117.83398,4.43111783398,318.897224748,0,100,RandomPolicy,eval_scenario,BalancedLinkPolicy,173800.516515,0.173800516515,-237498.876242,-0.237498876242,61985.2603917,0.0619852603917,-175513.61585,-0.17551361585
5,3213153.09379,3.21315309379,808139.614926,0.808139614926,3621893.17929,3.62189317929,1746559.40431,1.74655940431,4071442.01484,4.07144201484,302.640688071,0,100,StaticRelayPolicy,eval_scenario,BalancedLinkPolicy,173800.516515,0.173800516515,-237498.876242,-0.237498876242,61985.2603917,0.0619852603917,-175513.61585,-0.17551361585
5,4642902.06738,4.64290206738,493709.473863,0.493709473863,4783458.36198,4.78345836198,3714326.86263,3.71432686263,5104048.53703,5.10404853703,365.378298345,94,100,MidpointPolicy,eval_scenario,BalancedLinkPolicy,173800.516515,0.173800516515,-237498.876242,-0.237498876242,61985.2603917,0.0619852603917,-175513.61585,-0.17551361585
5,3277603.83984,3.27760383984,706622.451391,0.706622451391,3267216.84033,3.26721684033,2041900.13982,2.04190013982,4199857.31995,4.19985731995,307.335031599,2,100,HorizontalMidpointPolicy,eval_scenario,BalancedLinkPolicy,173800.516515,0.173800516515,-237498.876242,-0.237498876242,61985.2603917,0.0619852603917,-175513.61585,-0.17551361585
5,4640938.01338,4.64093801338,1113251.5579,1.1132515579,5185603.49868,5.18560349868,2415220.40918,2.41522040918,5246755.24505,5.24675524505,452.246697644,6.8,100,GreedyRatePolicy,eval_scenario,BalancedLinkPolicy,173800.516515,0.173800516515,-237498.876242,-0.237498876242,61985.2603917,0.0619852603917,-175513.61585,-0.17551361585
5,4814523.16773,4.81452316773,469924.837048,0.469924837048,4993900.62897,4.99390062897,3943717.71544,3.94371771544,5238784.10866,5.23878410866,476.573803419,3.4,100,BalancedLinkPolicy,eval_scenario,BalancedLinkPolicy,173800.516515,0.173800516515,-237498.876242,-0.237498876242,61985.2603917,0.0619852603917,-175513.61585,-0.17551361585
